g_pickdate,g_dist,g_weight,g_rest
19/10/2008,801.26,25377,false
18/08/2013,890.93,35014,false
01/04/2006,929.89,28140,true
22/02/2017,320.92,16016,true
02/02/2003,89.08,9029,true
14/05/2006,493.37,25791,true
07/02/2007,465.08,5690,true
31/10/2016,254.78,16431,true
29/09/2011,403.24,23007,true
15/05/2015,656.56,1813,false
23/04/2000,976.01,21300,false
11/09/2016,987.94,27442,false
09/08/2001,786.51,33709,true
25/02/2000,826.51,22187,false
02/01/2015,116.41,29823,false
13/12/2002,826.81,31833,false
28/12/2001,166.93,6332,false
24/07/2017,295.4,38446,true
17/06/2000,624.64,26991,true
19/09/2007,834.53,7610,false
13/12/2012,531.15,2705,true
29/08/2017,711.98,22598,false
16/01/2006,333.42,5288,true
24/03/2016,564.2,3975,true
22/10/2009,80.38,26966,true
20/01/2016,63.1,4264,false
15/05/2002,81.06,17417,false
05/02/2007,601.0,25711,true
08/02/2015,232.42,19754,true
01/08/2012,257.67,27365,true
17/04/2017,270.45,27614,false
28/05/2003,520.54,32024,false
31/07/2008,981.06,9136,true
04/02/2008,566.8,19551,false
03/04/2006,732.37,9140,false
28/02/2004,114.54,9724,true
23/10/2006,91.47,4887,true
28/07/2018,566.95,19107,false
25/09/2008,149.42,34755,false
15/01/2011,529.48,19288,false
11/09/2012,662.78,30608,false
07/11/2017,273.41,23060,true
14/02/2016,737.7,20042,true
31/05/2001,576.84,34117,true
29/11/2009,588.98,590,true
08/12/2000,261.71,38536,true
22/07/2001,573.77,31190,false
05/03/2000,583.05,4482,false
21/05/2007,809.06,38520,true
09/06/2011,691.14,26331,false
09/10/2010,690.33,18891,false
30/07/2014,730.57,29075,false
10/06/2016,434.71,34667,true
13/09/2003,163.21,24044,false
21/07/2017,764.09,7634,true
22/10/2006,984.87,4617,false
13/11/2004,237.1,5573,true
17/12/2010,251.95,20773,true
08/06/2006,151.51,914,true
21/05/2001,88.73,37438,true
29/04/2016,468.86,13301,true
24/06/2018,715.87,5826,true
28/09/2013,542.58,28562,false
16/07/2005,647.47,2699,true
04/07/2003,101.59,20228,false
30/01/2002,204.36,12551,true
19/10/2011,994.09,20930,true
03/05/2012,447.78,32035,false
14/05/2004,986.49,19338,false
15/11/2009,680.28,13743,true
27/04/2000,194.86,1143,false
21/10/2008,257.45,23635,true
22/10/2014,965.14,34171,true
03/02/2001,832.16,16233,false
11/09/2004,544.48,22346,false
03/08/2008,555.72,25493,false
16/05/2008,105.74,9409,false
28/01/2012,945.2,11831,false
01/03/2010,476.7,16712,true
21/10/2015,468.11,33212,true
19/09/2008,549.53,20570,true
19/10/2013,763.38,15246,false
24/05/2017,850.85,26002,false
26/11/2001,327.22,38366,false
09/09/2014,382.34,7749,true
05/06/2006,513.1,37420,false
08/12/2003,128.7,33369,false
23/04/2001,650.12,20997,true
22/02/2002,200.24,23127,true
15/06/2008,968.4,36733,true
19/03/2009,367.02,20298,false
09/12/2004,639.87,38729,false
10/02/2004,910.71,12433,false
25/09/2003,261.41,20065,true
22/06/2004,665.72,663,false
14/05/2003,127.48,20003,true
11/06/2012,304.04,33094,false
08/04/2001,158.26,21814,false
03/08/2015,808.59,22279,true
14/12/2009,62.1,22295,true
31/01/2004,821.84,626,true
25/10/2001,630.82,38218,false
02/08/2003,368.33,23019,false
21/10/2013,120.75,29016,true
26/03/2004,632.2,17327,true
22/12/2014,166.13,12993,false
06/08/2015,569.82,35015,true
07/08/2015,340.11,8176,true
19/10/2008,99.3,30927,false
08/01/2005,536.42,20963,true
01/03/2012,230.42,10215,true
16/04/2012,559.95,28018,true
24/05/2009,229.53,7457,false
11/04/2017,519.25,38029,true
28/04/2008,219.62,9897,true
25/10/2006,670.73,31109,true
05/05/2017,431.2,13536,false
03/03/2018,851.45,26528,true
15/12/2001,166.36,30290,true
06/04/2002,907.57,11392,false
05/12/2013,87.94,7796,false
24/11/2009,129.67,10729,false
30/09/2001,500.01,29722,true
19/05/2017,255.5,14190,false
17/12/2012,970.35,26177,false
27/10/2011,534.74,19555,false
20/05/2017,821.22,30313,true
25/06/2003,689.58,26542,false
